date,home_team,away_team,elo_diff,form_diff,h2h_home_rate,neutral_venue,result
2023-06-16,Antigua and Barbuda,Guadeloupe,30.495810109192462,0.0,1.0,1,A
2023-06-16,Martinique,Saint Lucia,-69.12545302456124,-2.1999999999999997,0.5,1,H
2023-06-16,Curaçao,Saint Kitts and Nevis,-52.87625506734139,-1.8,0.5,1,D
2023-06-16,China,Myanmar,119.22926523609681,0.6,0.5,0,H
2023-06-16,Chile,Dominican Republic,-15.590817723749979,0.6000000000000001,0.5,0,H
2023-06-16,Colombia,Iraq,3.637644309383859,-0.19999999999999973,0.5,1,H
2023-06-16,South Korea,Peru,52.98008956966214,-1.2,0.5,0,A
2023-06-16,Poland,Germany,-60.11162160868639,-0.40000000000000013,0.5,0,H
2023-06-16,Serbia,Jordan,24.70421518897183,-0.3999999999999999,0.5,1,H
2023-06-16,Taiwan,Thailand,-95.6377356088417,-0.7999999999999999,1.0,0,D
2023-06-17,Uzbekistan,Tajikistan,64.49048034219413,1.4000000000000001,0.5,0,H
2023-06-17,Portugal,Bosnia and Herzegovina,148.99741474775283,0.0,0.5,0,H
2023-06-17,Canton Ticino,Raetia,9.161357128468808,0.33333333333333337,0.5,0,A
2023-06-17,Turkmenistan,Oman,-87.47046667827385,-0.5999999999999999,0.5,1,A
2023-06-17,Djibouti,Pakistan,-19.805550319220174,0.6,0.5,1,H
2023-06-17,Benin,Senegal,-136.36549924225233,-2.0,0.0,0,D
2023-06-17,Zambia,Ivory Coast,-70.17131956315211,-0.5999999999999999,0.0,0,H
2023-06-17,Lesotho,Comoros,-17.094472450767626,0.0,0.0,1,A
2023-06-17,Botswana,Libya,7.591280291334215,-1.4,0.0,0,H
2023-06-17,South Africa,Morocco,-67.74560434805153,1.2000000000000002,0.0,0,H
2023-06-17,Iceland,Slovakia,-39.13062876561844,-0.3999999999999999,0.5,0,A
2023-06-17,Central African Republic,Angola,-68.16364189221508,0.6000000000000001,0.0,1,A
2023-06-17,Luxembourg,Liechtenstein,120.39691984799356,0.6,0.0,0,H
2023-06-17,Equatorial Guinea,Tunisia,-76.15321415260246,0.20000000000000018,0.25,0,H
2023-06-17,Lithuania,Bulgaria,-65.2815064859335,-0.9999999999999999,0.5,0,D
2023-06-17,Guyana,Grenada,60.88507489852759,0.3999999999999999,0.5,1,D
2023-06-17,Suriname,Puerto Rico,-45.31500215061442,-2.2,0.5,1,D
2023-06-17,Montenegro,Hungary,-104.24909799870125,-1.2,0.5,0,D
2023-06-17,Brazil,Guinea,162.5001585267305,0.19999999999999996,0.5,1,H
2023-06-17,Ecuador,Bolivia,120.96466722850096,0.7999999999999999,1.0,1,H
2023-06-17,French Guiana,Sint Maarten,20.791672205458553,-0.19999999999999996,0.5,1,H
2023-06-17,Cyprus,Georgia,-128.05753855052308,-1.2,0.5,0,A
2023-06-17,Faroe Islands,Czech Republic,-82.91293478447301,-0.3999999999999999,0.0,0,A
2023-06-17,Albania,Moldova,83.39277044936898,-0.19999999999999996,0.5,0,H
2023-06-17,Azerbaijan,Estonia,-35.46066581543778,0.40000000000000013,0.5,0,D
2023-06-17,Belgium,Austria,74.85536506977155,-0.3999999999999999,0.5,0,D
2023-06-17,Norway,Scotland,-19.624593713087734,-1.0,0.5,0,A
2023-06-18,Cape Verde,Burkina Faso,-28.906130722052467,-1.0,0.0,0,H
2023-06-18,Rwanda,Mozambique,42.88142835842086,0.7999999999999999,1.0,0,A
2023-06-18,Gabon,DR Congo,14.593861563789005,0.0,1.0,0,A
2023-06-18,Congo,Mali,-129.53531065043376,-0.6000000000000001,0.0,0,A
2023-06-18,Uganda,Algeria,-187.49359290004554,-1.2,0.0,1,A
2023-06-18,Tanzania,Niger,41.841369582721654,1.0,0.5,0,H
2023-06-18,Madagascar,Ghana,-105.55807290658458,-0.5999999999999999,0.0,0,D
2023-06-18,Eswatini,Togo,23.140446935987484,0.0,0.5,1,A
2023-06-18,Sierra Leone,Nigeria,-29.539836180563043,0.4,0.0,1,A
2023-06-18,Netherlands,Italy,43.573160175855264,0.19999999999999996,0.0,0,A
2023-06-18,Croatia,Spain,-7.848395388641393,0.6000000000000001,0.0,1,D
2023-06-18,Singapore,Solomon Islands,-32.007380768992334,-0.19999999999999996,0.5,0,D
2023-06-18,Paraguay,Nicaragua,-46.473979938250295,0.0,0.5,0,H
2023-06-18,Guatemala,Venezuela,83.22868363378166,-0.40000000000000013,0.5,1,A
2023-06-18,Egypt,South Sudan,170.32193229664176,2.4,0.5,0,H
2023-06-18,United States,Canada,27.947707734700543,0.40000000000000013,0.5,0,H
2023-06-18,Panama,Mexico,-32.01332814040393,0.19999999999999996,0.0,1,A
2023-06-18,Mauritius,Kenya,-59.45962259452267,-0.7999999999999999,0.5,0,H
2023-06-19,Turkey,Wales,43.002161292701885,1.5999999999999999,0.0,0,H
2023-06-19,Israel,Andorra,105.74092439935089,1.2,0.5,0,H
2023-06-19,Switzerland,Romania,77.50314081927104,0.3999999999999999,0.5,0,D
2023-06-19,Belarus,Kosovo,-49.80182701146305,-0.4,0.5,1,H
2023-06-19,Slovenia,Denmark,-39.36288339842099,1.2,0.5,0,D
2023-06-19,Northern Ireland,Kazakhstan,-21.723877973196977,0.0,0.5,0,A
2023-06-19,Finland,San Marino,166.05006755115642,1.0,0.5,0,H
2023-06-19,Armenia,Latvia,-13.313504702094633,0.6,0.5,0,H
2023-06-19,Hong Kong,Thailand,-110.75302013543683,0.0,0.5,0,A
2023-06-19,Ukraine,Malta,89.41219270427064,1.0,0.5,1,H
2023-06-19,France,Greece,111.87306859969362,1.0,0.5,0,H
2023-06-19,Republic of Ireland,Gibraltar,109.84198985301873,0.0,0.5,0,H
2023-06-19,Philippines,Taiwan,-18.2550387887909,-0.20000000000000007,0.5,0,A
2023-06-19,Macau,Myanmar,124.99249105878198,-0.4,0.5,1,A
2023-06-19,Jamaica,Jordan,-107.12684915925138,-1.2000000000000002,0.5,1,A
2023-06-19,Indonesia,Argentina,-121.63175761877096,-1.4000000000000001,0.5,0,A
2023-06-19,England,North Macedonia,154.2161284548422,1.0,0.5,0,H
2023-06-20,Faroe Islands,Albania,-59.61531786832097,-0.7999999999999999,0.5,0,A
2023-06-20,Moldova,Poland,-158.2115312161818,-0.7999999999999999,0.5,0,H
2023-06-20,Austria,Sweden,-17.597905539470503,0.20000000000000018,0.5,0,H
2023-06-20,Estonia,Belgium,-152.98478203549485,-0.6000000000000001,0.0,0,A
2023-06-20,Hungary,Lithuania,197.35753008572078,1.6,0.5,0,H
2023-06-20,Bulgaria,Serbia,-165.12982194945107,-1.4,0.5,0,D
2023-06-20,Iceland,Portugal,-191.99205940159436,-1.5999999999999999,0.5,0,A
2023-06-20,Uzbekistan,Iran,-43.02667729003315,0.6000000000000001,0.0,0,A
2023-06-20,Liechtenstein,Slovakia,-174.23294484813118,-1.8,0.5,0,A
2023-06-20,Kyrgyzstan,Oman,-84.07127375316782,-0.9999999999999999,0.5,1,A
2023-06-20,Burundi,Namibia,-18.098648844425043,-1.6,0.5,1,H
2023-06-20,Ethiopia,Malawi,32.290043342969966,0.3999999999999999,0.5,1,D
2023-06-20,Sudan,Mauritania,-54.552678717944445,-0.6000000000000001,0.0,1,A
2023-06-20,Norway,Cyprus,141.85250835401007,0.19999999999999996,0.5,0,H
2023-06-20,Bosnia and Herzegovina,Luxembourg,14.696179370361051,0.19999999999999996,1.0,0,A
2023-06-20,Scotland,Georgia,39.346047957006704,0.0,0.5,0,H
2023-06-20,Algeria,Tunisia,36.802022708602635,0.19999999999999996,1.0,0,D
2023-06-20,Uruguay,Cuba,60.71840687454278,0.0,0.5,0,H
2023-06-20,Guadeloupe,Guyana,-4.640298330756423,0.8,0.5,1,H
2023-06-20,Martinique,Puerto Rico,-75.67671403734676,-1.8,0.5,1,H
2023-06-20,Saint Kitts and Nevis,French Guiana,-22.14840741094372,0.6000000000000001,0.5,1,D
2023-06-20,Bolivia,Chile,-74.05365035112322,-1.4,0.0,0,D
2023-06-20,Brazil,Senegal,52.82555152641521,-0.6000000000000001,0.5,1,A
2023-06-20,China,Palestine,-50.4771978955971,-1.0,0.5,0,H
2023-06-20,Vietnam,Syria,132.54603643743553,1.0,0.5,0,H
2023-06-20,Germany,Colombia,8.405459150471415,-0.8000000000000003,0.5,0,A
2023-06-20,Haiti,Trinidad and Tobago,17.328559746999872,0.7999999999999998,0.5,1,D
2023-06-20,Japan,Peru,66.18175435254079,-0.3999999999999999,0.5,0,H
2023-06-20,Ecuador,Costa Rica,5.869333308985006,0.5999999999999999,0.5,1,H
2023-06-20,South Korea,El Salvador,151.00653313085536,0.8,0.5,0,D
2023-06-20,Malaysia,Papua New Guinea,39.27566323852352,0.3999999999999999,0.5,0,H
2023-06-20,Montenegro,Czech Republic,-46.09431401143115,-1.0,0.5,0,A
2023-06-21,Kuwait,Nepal,-0.8367506052525187,0.0,1.0,1,H
2023-06-21,India,Pakistan,79.03649720090903,2.0,0.5,0,H
2023-06-22,Lebanon,Bangladesh,-16.70962709420951,-1.4,0.5,1,H
2023-06-22,Maldives,Bhutan,-5.253368585274984,1.3,0.5,1,H
2023-06-24,United States,Jamaica,180.1737299576912,2.2,1.0,0,D
2023-06-24,Pakistan,Kuwait,-45.36469843397822,-2.6,0.5,1,A
2023-06-24,India,Nepal,68.41039935874915,0.6000000000000001,1.0,0,H
2023-06-25,Bhutan,Lebanon,45.324602315444054,-0.26666666666666666,0.5,1,A
2023-06-25,Bangladesh,Maldives,-64.62513431061052,-0.40000000000000013,0.3333333333333333,1,H
2023-06-25,Trinidad and Tobago,Saint Kitts and Nevis,24.5829090233467,0.0,1.0,1,H
2023-06-25,Haiti,Qatar,19.715921583289173,1.2000000000000002,0.5,1,H
2023-06-25,Mexico,Honduras,162.04245709201882,0.8,1.0,1,H
2023-06-26,El Salvador,Martinique,-53.44427806822523,-1.2,0.5,1,A
2023-06-26,Costa Rica,Panama,-1.7664951807375928,-0.3999999999999999,0.2,1,A
2023-06-27,Guatemala,Cuba,32.34293835323933,-0.19999999999999996,1.0,1,H
2023-06-27,Canada,Guadeloupe,94.25911211073867,0.0,0.5,0,D
2023-06-27,India,Kuwait,48.55336201518185,-0.20000000000000018,0.5,0,D
2023-06-27,Nepal,Pakistan,26.798902700793178,0.8,1.0,1,H
2023-06-28,Lebanon,Maldives,-37.23752034749509,0.0,0.5,1,H
2023-06-28,Bhutan,Bangladesh,26.440019191788906,-1.55,0.5,1,A
2023-06-28,Jamaica,Trinidad and Tobago,-91.66236264256736,-1.6,0.0,1,H
2023-06-28,United States,Saint Kitts and Nevis,122.14943494513727,0.6000000000000001,0.5,0,H
2023-06-29,Qatar,Honduras,107.6106252164625,0.0,1.0,1,D
2023-06-29,Haiti,Mexico,-27.143983297977456,0.6000000000000001,0.5,1,A
2023-06-30,El Salvador,Costa Rica,-108.20725442821504,0.0,0.0,1,D
2023-06-30,Martinique,Panama,-59.48024670680729,0.19999999999999996,0.0,1,A
2023-06-30,Székely Land,Chameria,0.0,0.0,0.5,0,H
2023-07-01,Chameria,Two Sicilies,-10.0,-1.0,0.5,1,H
2023-07-01,India,Lebanon,87.25961869033904,0.8,0.5,0,D
2023-07-01,Kuwait,Bangladesh,45.50112671495299,0.8,0.5,1,H
2023-07-01,Cuba,Guadeloupe,5.866992899835623,-0.19999999999999996,0.5,1,A
2023-07-01,Guatemala,Canada,-32.608957810883794,-0.8,0.5,1,D
2023-07-02,Honduras,Haiti,-133.97060595798894,-1.2,0.5,1,H
2023-07-02,Jamaica,Saint Kitts and Nevis,-29.29121145052477,0.0,0.5,1,H
2023-07-02,Mexico,Qatar,77.94839973583976,1.0,0.5,1,A
2023-07-02,Székely Land,Two Sicilies,20.28774368332006,3.0,0.5,0,H
2023-07-02,United States,Trinidad and Tobago,98.18026654703294,0.6000000000000001,1.0,0,H
2023-07-04,India,Kuwait,34.61862550287037,-0.3999999999999999,0.5,0,D
2023-07-04,Costa Rica,Martinique,43.10247506217661,-1.4,1.0,1,H
2023-07-04,Panama,El Salvador,135.15909962402156,1.4,0.5,1,D
2023-07-04,Guadeloupe,Guatemala,-47.120446953614874,0.6000000000000001,0.5,1,A
2023-07-04,Canada,Cuba,92.32848100980254,1.0,0.5,1,H
2023-07-05,Eswatini,Botswana,22.592626912655305,-0.19999999999999996,0.0,1,A
2023-07-05,South Africa,Namibia,91.53343972119592,0.8000000000000003,0.5,0,D
2023-07-06,Zambia,Malawi,87.88154784481799,1.2000000000000002,1.0,1,A
2023-07-06,Seychelles,Comoros,-27.69336149927426,0.20000000000000007,0.0,1,A
2023-07-07,Mozambique,Angola,-77.04820694312616,-0.8,0.0,1,D
2023-07-07,Mauritius,Lesotho,33.65845406065796,1.2,0.0,1,A
2023-07-08,Panama,Qatar,15.247145148918435,0.0,0.0,1,H
2023-07-08,Mexico,Costa Rica,58.80397975416099,1.0,1.0,1,H
2023-07-08,South Africa,Botswana,104.88069501814402,0.6000000000000001,1.0,0,H
2023-07-08,Namibia,Eswatini,17.203808872030322,0.8,0.5,1,A
2023-07-09,Guatemala,Jamaica,79.97607599622006,0.6000000000000001,0.5,1,A
2023-07-09,United States,Canada,51.62639123615236,1.0,0.6666666666666666,0,D
2023-07-09,Åland Islands,Isle of Wight,0.0,0.0,0.5,1,A
2023-07-09,Guernsey,Western Isles,-9.696671453123145,0.0,0.5,0,H
2023-07-09,Isle of Man,Falkland Islands,0.0,0.0,0.5,1,H
2023-07-09,Ynys Môn,Shetland,0.0,0.0,0.5,1,H
2023-07-09,Orkney,Greenland,0.0,0.0,0.5,1,D
2023-07-09,Jersey,Gozo,29.408927769803086,2.0,0.5,1,H
2023-07-09,Menorca,Saint Helena,0.0,0.0,0.5,1,H
2023-07-09,Zambia,Comoros,35.7075289946481,0.6000000000000001,1.0,1,H
2023-07-09,Malawi,Seychelles,18.88222267443075,0.19999999999999996,0.5,1,H
2023-07-10,Angola,Mauritius,56.106324942973515,0.0,0.5,1,A
2023-07-10,Jersey,Menorca,28.564486600806276,0.0,0.5,1,H
2023-07-10,Mozambique,Lesotho,-4.850978524317725,0.4,1.0,1,A
2023-07-10,Gozo,Saint Helena,0.8444411689968092,0.0,0.5,1,H
2023-07-10,Western Isles,Isle of Wight,-20.279020197550608,-3.0,0.5,1,A
2023-07-10,Shetland,Isle of Man,-20.0,-3.0,0.5,1,H
2023-07-10,Falkland Islands,Ynys Môn,-20.0,-3.0,0.5,1,A
2023-07-10,Guernsey,Åland Islands,10.582348744427463,1.5,0.5,0,H
2023-07-10,Greenland,Frøya,0.0,0.0,0.5,1,H
2023-07-11,Guernsey,Isle of Wight,-9.139126381620372,-1.2,0.5,0,A
2023-07-11,Åland Islands,Western Isles,0.0004953235984430648,0.0,0.5,1,A
2023-07-11,Falkland Islands,Shetland,-20.0,-1.5,0.5,1,A
2023-07-11,Isle of Man,Ynys Môn,-20.0,-1.5,0.5,1,A
2023-07-11,Frøya,Orkney,-10.0,-1.0,0.5,1,A
2023-07-11,Menorca,Gozo,0.00016835995211295085,0.0,0.5,1,A
2023-07-11,Saint Helena,Jersey,-67.71987707185735,-3.0,0.5,1,A
2023-07-11,Namibia,Botswana,15.072730385959176,-0.19999999999999996,0.5,1,D
2023-07-11,South Africa,Eswatini,100.16177499519767,1.4000000000000001,1.0,0,H
2023-07-11,Malawi,Comoros,-8.787429893072158,0.40000000000000013,1.0,1,H
2023-07-11,Seychelles,Zambia,-100.24301840421163,-1.5999999999999999,0.5,1,A
2023-07-12,Mauritius,Mozambique,38.039298766833326,0.8,0.5,1,A
2023-07-12,Angola,Lesotho,46.37191742773757,-0.19999999999999996,0.5,1,H
2023-07-12,United States,Panama,79.47101134614081,0.20000000000000018,0.6666666666666666,0,D
2023-07-12,Jamaica,Mexico,-104.93301848517399,-0.3999999999999999,0.0,1,A
2023-07-13,Isle of Wight,Jersey,-26.665360944316262,0.0,0.5,1,A
2023-07-13,Frøya,Saint Helena,8.33861796049814,0.0,0.5,1,H
2023-07-13,Åland Islands,Falkland Islands,-0.8455464858693631,0.0,0.5,1,D
2023-07-13,Western Isles,Menorca,-0.5162905010824943,0.0,0.5,1,H
2023-07-13,Orkney,Isle of Man,19.71225631667994,1.0,0.5,1,A
2023-07-13,Shetland,Greenland,0.0,0.0,0.5,1,H
2023-07-13,Guernsey,Gozo,-10.279298124526804,-0.8,0.5,0,H
2023-07-14,South Africa,Zambia,72.14108665528624,0.20000000000000018,0.0,0,A
2023-07-14,Ynys Môn,Jersey,-36.20339637334473,0.0,0.5,1,A
2023-07-14,Malawi,Lesotho,25.652456991076633,1.0000000000000002,0.0,1,D
2023-07-16,Lesotho,Zambia,-96.34857332274464,-1.0,0.3333333333333333,1,A
2023-07-16,Kernow,Sápmi,0.0,0.0,0.5,0,H
2023-07-16,Mexico,Panama,41.87011336111959,0.19999999999999973,1.0,1,H
2023-07-16,South Africa,Malawi,120.21709398557414,-0.20000000000000018,0.5,0,D
2023-08-02,Ethiopia,Guyana,-4.926448050060344,0.0,0.5,1,H
2023-08-04,Tamil Eelam,Hmong,0.0,0.0,0.5,1,H
2023-08-05,Hmong,Tibet,-9.720531583800039,-1.0,0.5,1,H
2023-08-06,Raetia,Canton Ticino,11.365890787930766,1.25,1.0,0,H
2023-08-06,Tibet,Tamil Eelam,-20.55917482754944,-2.5,0.5,1,A
2023-08-08,Tamil Eelam,Hmong,19.129242677768616,1.5,1.0,1,H
2023-08-24,Comoros,Mayotte,-39.07356564721431,0.19999999999999996,0.5,1,D
2023-08-24,Madagascar,Seychelles,4.663306069747023,0.4,0.5,0,H
2023-08-26,Réunion,Mayotte,1.1199101051486196,0.0,0.5,1,D
2023-08-26,Madagascar,Mauritius,-26.110137211399888,0.19999999999999996,0.5,0,D
2023-08-27,Bolivia,Panama,-135.79368373272837,-0.8,0.5,0,A
2023-08-28,Comoros,Réunion,-37.92142204978131,0.3999999999999999,0.5,1,D
2023-08-28,Mauritius,Seychelles,49.754919338090076,0.7999999999999999,0.5,1,H
2023-08-28,Tahiti,Cook Islands,-9.029130822109892,0.75,0.5,0,H
2023-08-31,Tahiti,Cook Islands,11.49051075014404,1.2,1.0,0,H
2023-08-31,Madagascar,Comoros,-30.45103096173102,0.0,0.5,0,H
2023-08-31,Réunion,Mauritius,33.01055951295211,-0.3999999999999999,0.5,1,H
2023-09-02,Comoros,Mauritius,-4.558042674421586,-0.9999999999999999,0.5,1,A
2023-09-02,Madagascar,Réunion,-64.37666243098965,-0.06666666666666665,0.5,0,H
2023-09-03,Bangladesh,Afghanistan,-28.4397448316563,1.6,0.5,0,D
2023-09-03,Guatemala,Honduras,112.51535217139667,0.5999999999999999,0.5,1,D
2023-09-04,Mozambique,Benin,-39.93487467357613,1.0,1.0,0,H
2023-09-06,Syria,Malaysia,-153.2839318022352,-1.7999999999999998,0.5,1,D
2023-09-06,Libya,Equatorial Guinea,-106.49536093404686,-1.0000000000000002,0.0,0,D
2023-09-06,Malta,Gibraltar,61.00642095304602,0.0,1.0,0,H
2023-09-06,Macau,Bhutan,20.643800134176217,-0.2,0.5,0,A
2023-09-06,Oman,Palestine,33.58550904328308,0.0,0.5,0,H
2023-09-07,Netherlands,Greece,88.54186341643458,-0.5999999999999999,0.5,0,H
2023-09-07,Angola,Madagascar,55.321887426818876,-0.6000000000000001,0.5,0,D
2023-09-07,Algeria,Tanzania,160.3566379405056,0.19999999999999996,1.0,0,D
2023-09-07,Niger,Uganda,-23.217170885008727,-0.6,0.5,1,A
2023-09-07,Tunisia,Botswana,128.22151808262902,0.6000000000000001,0.5,0,H
2023-09-07,France,Republic of Ireland,170.08048700738277,0.8,1.0,0,H
2023-09-07,Czech Republic,Albania,38.99360408891903,0.19999999999999996,1.0,0,D
2023-09-07,Ghana,Central African Republic,90.19762872392562,0.20000000000000018,0.5,0,H
2023-09-07,Serbia,Hungary,20.054119000796845,0.0,0.5,0,A
2023-09-07,Lithuania,Montenegro,-95.11543773712629,-0.4,0.5,0,D
2023-09-07,Kazakhstan,Finland,-13.549936890733079,0.0,0.0,0,A
2023-09-07,Denmark,San Marino,279.3778549770716,1.4,0.5,0,H
2023-09-07,Thailand,Lebanon,106.29258423577812,-0.6000000000000001,0.5,0,H
2023-09-07,Iraq,India,15.081025242707028,0.0,0.5,1,D
2023-09-07,Poland,Faroe Islands,113.1821915166961,0.7999999999999999,0.5,0,H
2023-09-07,Wales,South Korea,-66.49587221972638,0.4,0.5,0,D
2023-09-07,Slovenia,Northern Ireland,119.13777727917045,1.4,0.5,0,H
2023-09-07,Norway,Jordan,-27.473974598214227,-0.8,0.5,0,H
2023-09-07,Qatar,Kenya,21.26883074388047,0.0,0.5,0,A
2023-09-07,Trinidad and Tobago,Curaçao,64.54315416146324,0.9999999999999999,0.5,0,H
2023-09-07,Guatemala,El Salvador,121.74935469567367,1.0,0.6666666666666666,0,H
2023-09-07,Sint Maarten,Saint Lucia,-14.80223982653115,-0.6000000000000001,0.5,1,A
2023-09-07,Saint Kitts and Nevis,Guadeloupe,-7.942533352808596,-1.6,0.5,0,A
2023-09-07,Anguilla,Saint Martin,-43.618962945140765,-0.6,0.5,0,A
2023-09-07,United States Virgin Islands,Cayman Islands,-17.70827951608203,0.0,0.5,0,D
2023-09-07,Panama,Martinique,90.43809172376882,-0.19999999999999996,1.0,0,H
2023-09-07,Paraguay,Peru,-66.10795212073731,-0.5999999999999999,0.0,0,D
2023-09-07,Argentina,Ecuador,132.52086793214562,0.8,1.0,0,H
2023-09-07,Austria,Moldova,150.59496232389392,1.6,1.0,0,D
2023-09-07,Bahrain,Kuwait,48.582780771770786,-0.8000000000000003,1.0,1,A
2023-09-07,Bangladesh,Afghanistan,-26.806268223451298,0.9999999999999999,0.5,0,D
2023-09-07,Bulgaria,Iran,-176.6678687835406,-2.0,0.5,0,A
2023-09-07,Cambodia,Hong Kong,0.16679949293120444,0.7999999999999999,0.0,0,D
2023-09-07,Colombia,Venezuela,104.21766386077707,-0.3999999999999999,1.0,0,H
2023-09-08,Burkina Faso,Eswatini,77.60076825295073,1.4,1.0,1,D
2023-09-08,Egypt,Ethiopia,142.86581995686743,1.6,0.0,0,H
2023-09-08,Mali,South Sudan,144.3589740441796,1.4,1.0,0,H
2023-09-08,Georgia,Spain,-95.19205527549798,-0.20000000000000018,0.0,0,A
2023-09-08,Bosnia and Herzegovina,Liechtenstein,143.37164169947982,0.6,0.5,0,H
2023-09-08,Croatia,Latvia,162.66632642179934,2.0,0.5,0,H
2023-09-08,Turkey,Armenia,99.23421486471307,1.0,1.0,0,D
2023-09-08,Luxembourg,Iceland,31.783737808162414,0.7999999999999999,0.5,0,H
2023-09-08,Slovakia,Portugal,-134.71267383154122,-0.19999999999999973,0.5,0,A
2023-09-08,Singapore,Tajikistan,2.4191387032581133,0.6,0.0,0,A
2023-09-08,Cyprus,Scotland,-195.3508161690986,-1.5999999999999999,0.0,0,A
2023-09-08,Myanmar,Nepal,-89.90147892048753,-0.3999999999999999,0.5,0,D
2023-09-08,Brazil,Bolivia,240.74987192258413,0.5999999999999999,1.0,0,H
2023-09-08,Costa Rica,Saudi Arabia,17.217640808875103,0.20000000000000007,0.5,1,H
2023-09-08,Taiwan,Philippines,37.20516023449227,0.7999999999999999,1.0,0,D
2023-09-08,Uruguay,Chile,98.57866658456965,0.3999999999999999,1.0,0,H
2023-09-08,Belize,Saint Vincent and the Grenadines,10.415137768294244,-0.6000000000000001,0.5,0,A
2023-09-08,Bermuda,French Guiana,-81.41039061557376,-1.4000000000000001,0.5,0,D
2023-09-08,Dominican Republic,Nicaragua,-6.6888078625777325,0.19999999999999996,0.5,0,A
2023-09-08,Barbados,Montserrat,-70.93692001825207,0.19999999999999996,0.5,0,A
2023-09-08,Jamaica,Honduras,46.86526068521039,1.0,1.0,0,H
2023-09-08,Grenada,Suriname,-70.36396397893577,0.19999999999999996,0.5,0,D
2023-09-08,Haiti,Cuba,59.48856388809372,1.4,0.5,1,D
2023-09-08,Indonesia,Turkmenistan,97.88688899973181,0.8,0.5,0,H
2023-09-09,DR Congo,Sudan,78.71141811543134,1.8,0.0,0,H
2023-09-09,Rwanda,Senegal,-163.32574346627393,-1.0,0.0,0,D
2023-09-09,Ukraine,England,-115.83580340096614,-0.7999999999999998,0.0,1,D
2023-09-09,North Macedonia,Italy,-120.28015358904577,0.0,1.0,0,D
2023-09-09,Romania,Israel,-9.14269979642404,0.8000000000000003,0.5,0,D
2023-09-09,Estonia,Sweden,-95.32566646291093,-1.0,0.0,0,A
2023-09-09,Andorra,Belarus,-39.52522801590203,-0.39999999999999997,0.5,0,D
2023-09-09,Kosovo,Switzerland,-117.32706790057864,-1.2,0.5,0,D
2023-09-09,Azerbaijan,Belgium,-192.27208353724814,-0.8000000000000003,0.5,0,A
2023-09-09,Comoros,Zambia,-108.98322132442559,-2.0,0.0,0,D
2023-09-09,Mauritania,Gabon,-1.0277542934124995,0.19999999999999996,0.5,0,H
2023-09-09,Malawi,Guinea,-14.83076487717176,1.0000000000000002,0.0,0,D
2023-09-09,United States,Uzbekistan,72.7313254621788,-0.19999999999999996,0.5,0,H
2023-09-09,South Africa,Namibia,96.20005541975979,0.6000000000000001,0.5,0,D
2023-09-09,Mexico,Australia,40.03113930127324,1.2,0.5,1,D
2023-09-09,Germany,Japan,-40.91792224801384,-0.8,0.0,0,A
2023-09-09,China,Malaysia,-55.1797355851545,-0.6000000000000001,0.5,0,D
2023-09-09,British Virgin Islands,Turks and Caicos Islands,-29.613747978986567,-1.4,0.5,0,H
2023-09-09,Bahamas,Puerto Rico,-90.81606539657173,-1.8,0.0,0,A
2023-09-09,Antigua and Barbuda,Guyana,24.3798618699509,-0.4,0.5,0,A
2023-09-09,Ivory Coast,Lesotho,134.09205030122325,0.40000000000000013,0.5,0,H
2023-09-10,Albania,Poland,-42.70058367672368,0.19999999999999996,0.0,0,H
2023-09-10,Montenegro,Bulgaria,26.903920847986456,0.6,1.0,0,H
2023-09-10,Lithuania,Serbia,-213.88546840234426,-1.4,0.0,0,A
2023-09-10,Thailand,Iraq,17.331563278751673,0.0,0.5,0,D
2023-09-10,San Marino,Slovenia,-252.30723725921484,-2.0,0.0,0,A
2023-09-10,Lebanon,India,-88.8129006285892,0.6000000000000001,0.5,1,H
2023-09-10,Faroe Islands,Moldova,5.568404993111699,-1.0,1.0,0,A
2023-09-10,Finland,Denmark,-95.94597727081168,0.3999999999999999,0.5,0,A
2023-09-10,Greece,Gibraltar,168.91177340248282,1.4,1.0,0,H
2023-09-10,Kazakhstan,Northern Ireland,37.56408552616131,1.2000000000000002,1.0,0,H
2023-09-10,Gambia,Congo,94.16459459296516,0.5999999999999999,0.5,1,D
2023-09-10,El Salvador,Trinidad and Tobago,-120.37787748841856,-0.7999999999999999,1.0,0,A
2023-09-10,Martinique,Curaçao,6.2691733132003264,0.7999999999999999,0.5,0,H
2023-09-10,Guadeloupe,Sint Maarten,18.615638043321496,0.8,0.5,0,H
2023-09-10,Guatemala,Panama,-16.10933220405559,-0.3999999999999999,0.5,0,D
2023-09-10,Hungary,Czech Republic,60.201545425912855,0.3999999999999999,0.5,0,D
2023-09-10,Nigeria,São Tomé and Príncipe,97.76978610050833,1.0,1.0,0,H
2023-09-10,Togo,Cape Verde,-64.81611974494717,-0.6000000000000001,0.0,0,H
2023-09-10,Saint Lucia,Saint Kitts and Nevis,42.82043554636857,1.6,0.5,0,H
2023-09-10,Republic of Ireland,Netherlands,-145.94239676852635,0.0,0.5,0,A
2023-09-11,Vietnam,Palestine,32.75252036744746,0.6000000000000001,0.5,0,H
2023-09-11,Slovakia,Liechtenstein,184.75408719474558,2.0,1.0,0,H
2023-09-11,Portugal,Luxembourg,167.3772446600342,1.2,1.0,0,H
